ShowId,artist,title,album
20,"Beau Brummels","Don't Talk To Strangers","The Beau Brummels, Vol. 2"
20,"Jimmy Reed","Aw Shucks, Hush Your Mouth","Solid Gold, Vol. 1"
20,"Howlin' Wolf","What A Woman","The London Howlin' Wolf Sessions "
20,"Paul Revere & The Raiders","Him Or Me – What's It Gonna Be?","Greatest Hits"
20,Love,"A House Is Not A Motel","Forever Changes"
20,"Dandy Warhols","Not If You Were The Last Junkie On Earth","Dandy Warhols Come Down"
20,"Bob Dylan","Leopard-Skin Pill-Box Hat","Blonde On Blonde"
20,Cream,"Rollin' And Tumblin'","BBC Sessions"
20,Quik,"Bert's Apple Crumble","The In Crowd: The Ultimate Mod Collection From The Original Style Movement 1958-1967"
21,"Detroit Junior","Christmas Day","Blue Yule: Christmas Blues and R&B Classics"
21,"Otis Redding","Merry Christmas Baby","Soul Christmas"
21,"Tom Petty & The Heartbreakers","Christmas All Over Again","A Very Special Christmas 2"
21,"Staple Singers","Who Took The Merry Out of Christmas","It's Christmas Time Again"
21,"Booker T. & The MG's","Silver Bells","Soul Christmas"
21,"Otis Redding","White Christmas","Soul Christmas"
21,"Albert King","Christmas Comes But Once a Year","It's Christmas Time Again"
21,"Elvis Presley","Santa Claus is Back in Town","Elvis' Christmas Album"
21,"Lightnin' Hopkins","Merry Christmas","Blue Yule: Christmas Blues and R&B Classics"
21,Voices,"Santa Claus Baby","Blue Yule: Christmas Blues and R&B Classics"
21,"Mack Rice","Santa Claus Wants Some Lovin'","It's Christmas Time Again"
21,"King Curtis","The Christmas Song","The Original Soul Christmas"
21,"Chuck Berry","Run Rudolph Run","The Chess Box"
21,"Tom Petty & The Heartbreakers","Little Red Rooster","A Very Special Christmas 5"
21,"Clarence Carter","Back Door Santa","Soul Christmas"
21,"Lightnin' Hopkins","Happy New Year","Blue Yule: Christmas Blues and R&B Classics"
21,Chimpmunks,"The Chimpunk Song (Christmas Don't Be Late)","Legends of Christmas Past"
21,"Al Green","Feels Like Christmas","Feels Like Christmas"
21,"Jimi Hendrix","Little Drummer Boy / Silent Night / Auld Land Syne","Merry Christmas and Happy New Year"
21,"Booker T. & The MG's","Jingle Bells","The Original Soul Christmas"
22,"T. Rex","20th Century Boy","20th Century Boy: The Ultimate Collection"
22,"Kings Of Leon","Four Kicks","Aha Shake Heartbreak"
22,"Rolling Stones",Sway,"Sticky Fingers"
22,"Bo Diddley","Before You Accuse Me","His Best"
22,"Albert King","Don't Burn Down The Bridge","A Truckload Of Lovin: The Best of Albert King"
22,"Howlin' Wolf","I Ain't Superstitious","The Chess Box"
22,Them,"Mystic Eyes","Them Featuring Van Morrison"
22,"Rod Stewart","Gasoline Alley","Gasoline Alley"
22,"Muddy Waters","Good Morning Little Schoolgirl","The Anthology 1947-1972"
22,"Shorty Long","Devil With The Blue Dress","Devil With The Blue Dress: The Best of Shorty Long"
22,Cream,"Sunshine Of Your Love","BBC Sessions"
22,"Elvis Presley",Paralyzed,"Elvis 56"
22,"J.J. Cale","Crazy Mama","Anyway The Wind Blows - The Anthology"
22,"Otis Spann","Dig You","The Biggest Thing Since Colossus"
22,"Chuck Berry","Oh Baby Doll",Gold
22,"Percy Sledge","Warm And Tender Love","The Soul Troubadours"
22,"Fats Domino","I'm Ready","Loud, Fast & Out of Control: The Wild Sounds of '50s Rock"
22,Beatles,"Cry For A Shadow","Anthology 1"
22,Beatles,"I Wanna Be Your Man","With The Beatles"
22,Quik,"Bert's Apple Crumble","The In Crowd: The Ultimate Mod Collection From The Original Style Movement 1958-1967"
23,"Fats Domino","All By Myself","The Fats Domino Jukebox"
23,"T. Rex","I Love To Boogie","20th Century Boy: The Ultimate Collection"
23,"Carl Perkins / Tom Petty & The Heartbreakers",Restless,"Go Cat Go"
23,"Hank Ballard & The Midnighters","Look At Little Sister","The Very Best of Hank Ballard & The Midnighters"
23,Them,"Here Comes The Night","Them Featuring Van Morrison"
23,"Jerry Lee Lewis","Money (live)","Live At The Star-Club Hamburg"
23,"Muddy Waters","I Feel Like Going Home","The Anthology: 1947-1972"
23,"Rolling Stones","I'm Free","December's Children (and everybody's)"
23,"Lonnie Mack",Memphis,"Rock Instrumental Classics, Vol 2: The 60's"
23,Who,"Shout & Shimmy","My Generation (Deluxe Edition)"
23,"Eddie Cochran","Pretty Girl","The Best of Eddie Cochran"
23,Tornados,Telstar,"Rock Instrumental Classics, Vol 2: The 60's"
23,"Jimi Hendrix Experience","Spanish Castle Magic","Axis: Bold As Love"
23,Seeds,"Mr. Farmer","A Web Of Sound"
23,"Rod Stewart","Only A Hobo","Gasoline Alley"
23,"Kings Of Leon","The Bucket","Aha Shake Heartbreak"
23,"Little Richard",Lucille,"The Essential"
23,"Percy Sledge","Out Of Left Field","When A Man Loves A Woman"
23,"Wayne Fontana & The Mindbenders","The Game Of Love","The Best of Wayne Fontana & The Mindbenders"
23,Spirit,"I Got A Line On You","The Best of Spirit"
23,Quick,"Bert's Apple Crumble","The In Crowd: The Ultimate Mod Collection From The Original Style Movement 1958-1967"
24,"Ray Charles","(Night Time Is) The Right Time","Best of Ray Charles: The Atlantic Years"
24,"Bettye Swann","Make Me Yours","Make Me Yours: Golden Classics"
24,"Bo Diddley","Mona ","His Best"
24,"Chuck Berry","Almost Grown",Gold
24,Standells,"Sometimes Good Guys Don't Wear White","The Best of The Standells"
24,"Tony Jackson Group","Fortune Teller","Watch Your Step: The Complete Recordings 1964-1966"
24,Cobras,"Shake Up","4000 Volts of Stax & Satellite"
24,Merry-Go-Round,Live,"Listen, Listen: The Definitive Collection"
24,"Bobby Darin","Queen Of The Hop","Loud, Fast & Out of Control: The Wild Sounds of '50s Rock"
24,"Rolling Stones","The Under Assistant West Coast Promotion Man","Out Of Our Heads"
24,"Bobby Hendricks","Itchy Twitchy Feeling","Itchy Twitchy Feeling"
24,"Slim Harpo","Rock Me Baby","Tip On In"
24,Them,"Baby Please Don't Go","Them Featuring Van Morrison"
24,Who,Substitute,"U.S. Single version"
24,Band,"It Makes No Difference","Greatest Hits"
24,"Eddie Cochran","Nervous Breakdown","The Best of Eddie Cochran"
24,"Fats Domino","I'm Walkin'","The Fats Domino Jukebox"
24,"Freddie King","Have You Ever Loved A Woman","Ultimate Collection"
24,"J.J. Cale","Hey Baby",Troubadour
24,Quick,"Bert's Apple Crumble","The In Crowd: The Ultimate Mod Collection From The Original Style Movement 1958-1967"
25,"Moby Grape","Fall On You","Moby Grape"
25,"Rolling Stones","Please Go Home",Flowers
25,"Ritchie Valens","Come On, Let's Go","The Very Best of Ritchie Valens"
25,"T. Rex","Children Of The Revolution","20th Century Boy: The Ultimate Collection"
25,"Everly Brothers","Be-Bop, A Lula","Dream…The Best of The Everly Brothers"
25,"Jimi Hendrix",Freedom,"Experience Hendrix: The Best of Jimi Hendrix"
25,"Little Walter","Off The Wall","His Best"
25,Band,"Chest Fever","Greatest Hits"
25,"Allman Brothers Band","Trouble No More","The Allman Brothers Band"
25,"J.J. Cale","Don't Go To Strangers",Naturally
25,"Larry Williams","Bony Moronie","Bad Boy"
25,Standells,"Try It","The Best of The Standells"
25,Merry-Go-Round,"You're A Very Lovely Woman","Listen, Listen: The Definitive Collection"
25,"Fats Domino","Be My Guest","The Fats Domino Jukebox"
25,"Paul Revere & The Raiders","Louie – Go Home","Greatest Hits"
25,"Bob Landers with Willie Joe and His Unitar","Cherokee Dance","The Specialty Story"
25,"Keith Richards","Take It So Hard","Talk Is Cheap"
25,Seeds,"Can't Seem To Make You Mine","The Seeds"
25,Stooges,"I Wanna Be Your Dog","The Stooges"
25,Quick,"Bert's Apple Crumble","The In Crowd: The Ultimate Mod Collection From The Original Style Movement 1958-1967"
26,"Traveling Wilburys","End Of The Line","Vol 1"
26,"John Mayall","What'd I Say","Blues Breakers With Eric Clapton"
26,Gants,"Road Runner","Road Runner! The Best of The Gants"
26,"Dandy Warhols","The Last High","Welcome To The Monkey House"
26,Merry-Go-Round,"Time Will Show The Wiser","Listen, Listen: The Definitive Collection"
26,"T. Rex","Ride A White Swan","20th Century Boy: The Ultimate Collection"
26,"Mink DeVille","Cadillac Walk","Spanish Stroll 1977-1987"
26,"Sepia Tones","Boogie #1","The Specialty Story"
26,Love,"Seven & Seven Is","The Best of Love"
26,"Beau Brummels","In Good Time","Volume 2"
26,"Slim Harpo","Tip On In (Part 1)","The Excello Singles Anthology"
26,Traffic,"Pearly Queen","The Collection"
26,"Eddie Cochran","C'mon Everybody","The Best of Eddie Cochran"
26,"Elvis Presley","Money Honey","Elvis 56"
26,"Jeff Beck Group","You Shook Me",Truth
26,"Albert King","Born Under A Bad Sign","King Of The Blues Guitar"
26,Band,"Ain't Got No Home","Moondog Matinee"
26,"Rolling Stones","Everybody Needs Somebody To Love",Now!
26,"Sam & Dave","I Thank You","The Very Best of Sam & Dave"
26,Standells,"Why Pick On Me","The Best of The Standells"
26,Quick,"Bert's Apple Crumble","The In Crowd: The Ultimate Mod Collection From The Original Style Movement 1958-1967"
27,"Otis Redding","Love Man","Dreams To Remember: The Otis Redding Anthology"
27,"George Harrison","Art Of Dying","All Things Must Pass"
27,"Rolling Stones","Down The Road Apiece",Now!
27,"King Curtis","Soul Twist","The Best of King Curtis"
27,"Chubby Checker","Soul Twistin'","The Best of Chubby Checker: Cameo Parkway 1959-1963"
27,Traffic,"Medicated Goo","The Collection"
27,"Elvis Presley","My Baby Left Me","Elvis 56"
27,"Chuck Berry","You Never Can Tell",Gold
27,"Del Shannon","Keep Searchin' (We'll Follow The Sun)","Greatest Hits"
27,"Jimi Hendrix Experience","Little Miss Lover","Axis: Bold As Love"
27,"Johnny Cash","Everybody's Trying To Be My Baby",Unearthed
27,"Little Walter","Roller Coaster","His Best"
27,"Van Morrison",Enlightenment,Enlightenment
27,"Booker T. & The MG's","Time Is Tight","The Best of Booker T. & The MG's"
27,Spirit,"Girl In Your Eye",Spirit
27,"Fats Domino","Blue Monday","The Fats Domino Jukebox"
27,Beatles,"Baby It's You","Please Please Me"
27,Yardbirds,"I'm A Man",Ultimate
27,"Wilson Pickett","New Orleans","The Wicked Pickett"
27,Quick,"Bert's Apple Crumble","The In Crowd: The Ultimate Mod Collection From The Original Style Movement 1958-1967"
28,"Little Richard","I Got It","The Essential"
28,Beatles,Misery,"Please Please Me"
28,"Ray Charles","Lonely Avenue","The Best of Ray Charles: The Atlantic Years"
28,"James Brown","Medley: Please Please Please / You've Got The Power / I Found Someone / Why Do You Do Me / I Want You So Bad / I Love You, Yes I Do / Strange Things Happen / Bewildered / Please, Please, Please","Live At The Apollo (1962) Expanded Edition"
28,"Moby Grape","Hey Grandma","Moby Grape"
28,"Little Walter","Tell Me Mama","His Best"
28,"Link Wray & The Wraymen","Dance Contest","Slinky! The Epic Session '58-‘61"
28,"Dandy Warhols","Smoke It","Auditorium Or Warlords Of Mars"
28,"Rolling Stones","Try A Little Harder","Singles Collection: The London Years"
28,Shangri-Las,"I Can Never Go Home Anymore","The Best of The Shangri-Las"
28,Strokes,"Last Night","Is This It?"
28,Surfaris,"Wipe Out","The Perfect Wave"
28,"Slim Harpo","Te Ni Nee Ni Nu","The Best of Slim Harpo"
28,Marvelettes,"Beechwood 4-5789","The Best of The Marvelettes"
28,Searchers,"Some Day We're Gonna Love Again","The Very Best of The Searchers"
28,"Smiley Lewis","Shame, Shame, Shame","The Best of Smiley Lewis: I Hear You Knocking"
28,"Muddy Waters","I'm Ready","The Anthology"
28,Who,Relax,"Sell Out"
28,"Taj Mahal","Good Morning Little School Girl","Giant Step"
28,"Fats Domino","Whole Lotta Loving","The Fats Domino Jukebox"
28,Quik,"Bert's Apple Crumble","The In Crowd: Ultimate Mod Collection From The Original Style Movement 1958-1967"
29,"Jeff Beck Group","Let Me Love You",Truth
29,"Jimi Hendrix Experience","Ain't No Telling","Axis: Bold As Love"
29,"Jimmy Reed","Baby What's Wrong","The Essential Boss Man: The Very Best of The Vee-Jay Years 1953-1966"
29,Kinks,"I Need You","Kinda Kinks (Deluxe Edition)"
29,"Rolling Stones","I Just Want To Make Love To You","England's Newest Hit Makers"
29,"Moby Grape",8:05,"Moby Grape"
29,"Del Shannon","Stranger In Town","Greatest Hits"
29,"Koko Taylor","Wang Dang Doodle","Greatest Blues Legends"
29,"Delaney & Bonnie","Only You Know And I Know","The Best of Delaney & Bonnie"
29,"Hank Ballard & The Midnighters","Finger Poppin' Time","The Very Best of Hank Ballard & The Midnighters"
29,Cream,"I Feel Free","Fresh Cream"
29,"Bo Diddley","You Can't Judge A Book By It's Cover","His Best"
29,"George Harrison","Beware Of Darkness","All Things Must Pass"
29,"Wilson Pickett","I Found A True Love","Greatest Hits"
29,Zombies,"What More Can I Do","The Zombies"
29,"Otis Redding","Shake (live)","Dreams To Remember: The Otis Redding Anthology"
29,Animals,"It's My Life","The Singles +"
29,"Todd Rundgren","Couldn't I Just Tell You","Something / Anything?"
29,"Randy Newman",Pants,"Born Again"
29,Quick,"Bert's Apple Crumble","The In Crowd: The Ultimate Mod Collection From The Original Style Movement 1958-1967"
30,Animals,"Boom Boom",Retrospective
30,"Bo Diddley",Gunslinger,"Bo Diddley Is A Gunslinger"
30,"Freddie King","Pulp Wood",Burglar
30,"Booker T. & The MG's","Green Onions","Green Onions"
30,"Johnny Winter","Mother-In-Law Blues","The Best of Johnny Winter"
30,"Howlin' Wolf","Sitting On Top Of The World","His Best"
30,Mountain,"Mississippi Queen","The Best of Mountain"
30,"Otis Redding","Treat Her Right","The Soul Album"
30,Yardbirds,"Happenings Ten Years Time Ago",Ultimate!
30,"Jimi Hendrix Experience","Have You Ever Been (To Electric Ladyland)","Electric Ladyland"
30,"Mitch Ryder & The Detroit Wheels","Sock It To Me Baby","Sock It To Me"
30,"Rolling Stones","High And Dry","Aftermath (UK version)"
30,"Chuck Berry","Guitar Boogie",Gold
30,Who,"I Can See For Miles","Sell Out"
30,"Jeff Beck Group","Rock My Plimsoul",Truth
30,"Elvis Presley","Mean Woman Blues",Hitstory
30,"Vaughan Brothers","Hillbillies From Outerspace","Family Style"
30,"Wilson Pickett","Land Of 1000 Dances","Greatest Hits"
30,Quick,"Bert's Apple Crumble","The In Crowd: The Ultimate Mod Collection From The Original Style Movement 1958-1967"
31,Who,"I Can't Explain","The Ultimate Collection"
31,"Bo Diddley",Pills,"His Best"
31,"Buffalo Springfield","Mr. Soul","Buffalo Springfield Again"
31,"Rolling Stones","Can I Get A Witness","England's Newest Hit Makers"
31,Animals,"Bring It On Home To Me","The Best of Johnny Winter"
31,"Bob Dylan","Most Likely You'll Go Your Way And I'll Go Mine","Blonde On Blonde"
31,Ventures,"Diamond Head","Surfin' With The Ventures"
31,"Bobby Darin","Pity Miss Kity","Twist With Bobby Darin"
31,Band,"When I Paint My Masterpiece","Greatest Hits"
31,"Elvis Presley","A Big Hunk O'Love",Hitstory
31,"Van Morrison","Wild Night","Tupelo Honey"
31,"Gram Parsons","Love Hurts","GP / Grievous Angel"
31,"Everly Brothers","Walk Right Back","Walk Right Back: The Everly Brothers on WB 1960-1969"
31,"Jimmy Reed","Ain't That Loving You Baby","Solid Gold Vol. 1"
31,"Freddie King","I'm Tore Down","Ultimate Collection"
31,"Eddie Cochran","Twenty Flight Rock","The Best of Eddie Cochran"
31,"Brenda Lee","Little Jonah (Rock On Your Steel Guitar)","Family Style"
31,"Pete Townshend / Ronnie Lane","My Baby Gives It Away","Rough Mix"
31,"Mitch Ryder & The Detroit Wheels","Jenny Takes A Ride","Rev Up: The Best of Mitch Ryder & The Detroit Wheels"
31,Quik,"Bert's Apple Crumble","The In Crowd: Ultimate Mod Collection From The Original Style Movement 1958-1967"
32,"Everly Brothers","Gone Gone Gone","Walk Right Back"
32,Animals,"I'm In Love Again","The Singles +"
32,"Mitch Ryder & The Detroit Wheels","Ruby Baby / Peaches On A Cherry Tree","Sock It To Me"
32,"Willie Dixon","Slim's Thing","Willie's Blues"
32,"Randy Newman","It's Money That I Love","Born Again"
32,Who,"La-La-La Lies","My Generation (Deluxe Edition)"
32,"Jimmy Reed","Big Boss Man","Solid Gold: Volume 1"
32,Beatles,"Day Tripper","Past Masters"
32,"Rolling Stones","Backstreet Girl",Flowers
32,"Gram Parsons","Ooh Las Vegas","GP / Grievous Angel"
32,"Chuck Berry","Around And Around",Gold
32,Shangri-Las,"Remember (Walkin' In The Sand)","The Best of The Shangri-Las"
32,Cream,Crossroads,"The Very Best of Cream"
32,"Jørgen Ingmann & His Guitar",Apache,"Rock Instrumental Classics, Volume 2: The Sixties"
32,Ventures,"Walk—Don't Run","Walk—Don't Run: The Ventures All-Time Greatest Hits"
32,"Carl Perkins","Boppin' The Blues","Blue Suede Shoes: The Very Best of Carl Perkins"
32,"Van Morrison","Old Old Woodstock","Tupelo Honey"
32,Traffic,"You Can All Join In","The Collection"
32,Quik,"Bert's Apple Crumble","The In Crowd: The Ultimate Mod Collection From The Original Style Movement 1958-1967"
33,"Little Richard","Hey Hey Hey Hey",Essential
33,"Dave Clark Five","Nineteen Days","The History Of The Dave Clark Five"
33,Hollies,"Bus Stop","Live Hits"
33,Band,"(I Don't Want To) Hang Up My Rock & Roll Shoes","Rock Of Ages (Deluxe Edition)"
33,Beatles,"From Me To You","Anthology 1"
33,"Fats Domino","I'm Walkin'","The Very Best of Fats Domino In Concert"
33,"Ricky Nelson","Waitin' In School","Greatest Hits"
33,"Linda Lyndell","What A Man","The Complete Stax / Volt Soul Singles Vol. 2 1968-1971"
33,Who,"Out In The Street","My Generation (Deluxe Edition)"
33,"Lonesome Sundown","My Home Ain't Here","I'm A Mojo Man"
33,"Rolling Stones",Think,Aftermath
33,"Lowell Fulson","Reconsider Baby","Chess Blues Classics: 1947 to 1956"
33,"Little Junior's Blue Flames","Feelin' Good","Sun Records: 25 Blues Classics"
33,"Randy Newman","William Brown","Born Again"
33,"Beach Boys","Surf's Up","Sunflower / Surf's Up"
33,Chanteys,Pipeline,"Rock Instrumental Classics, Vol. 5: Surf"
33,"Paul Champlain & His Emeralds",Nicotine,"Hey! Look What I Found (Volume 6)"
33,Zombies,Woman,"The Zombies"
33,"Whiskey town","16 Days","Strangers Almanac"
33,Quik,"Bert's Apple Crumble","The In Crowd: The Ultimate Mod Collection From The Original Style Movement 1958-1967"
34,Who,"Leaving Here","My Generation (Deluxe Edition)"
34,"Jackie Wilson","Baby Workout","The Best of Jackie Wilson , Vol 1 (1957-1965)"
34,"Manfred Mann","What You Gonna Do","The Manfred Mann Album / My Little Red Book Of Winners"
34,"Beach Boys","The Trader",Holland
34,"Ray Charles","Rockhouse Parts 1 & 2","Genius & Soul: The 50th Anniversary Collection"
34,"Rolling Stones","It's Not Easy","Aftermath (UK version)"
34,"Taj Mahal","Give Your Woman What She Wants","Giant Step / De Ole Folks At Home"
34,"Traveling Wilburys","She's My Baby","Vol. 3"
34,Animals,"Baby Let Me Take You Home",Retrospective
34,Beatles,"I'll Be Back","A Hard Day's Night"
34,"Dave Clark Five","Try Too Hard","The History Of The Dave Clark Five"
34,"Beau Brummels","Just A Little","Introducing The Beau Brummels"
34,"Bob Dylan","Positively 4th Street","The Essential Bob Dylan"
